gender,event,medal,athlete,abb,country,grp_id,type,year
Men,Individual Compound W1,Gold,DRAHONINSKY David,CZE,Unknown,-1,Archery,2008
Men,Individual Compound W1,Silver,CAVANAGH John,GBR,Unknown,-1,Archery,2008
Men,Individual Compound W1,Bronze,FABRY Jeff,USA,Unknown,-1,Archery,2008
Men,Individual Compound Open,Gold,STUBBS John,GBR,Unknown,-1,Archery,2008
Men,Individual Compound Open,Silver,SIMONELLI Alberto,ITA,Unknown,-1,Archery,2008
Men,Individual Compound Open,Bronze,HORNER Philippe,SUI,Unknown,-1,Archery,2008
Men,Individual Recurve W1/W2,Gold,CHENG Changjie,CHN,Unknown,-1,Archery,2008
Men,Individual Recurve W1/W2,Silver,VITALE Marco,ITA,Unknown,-1,Archery,2008
Men,Individual Recurve W1/W2,Bronze,TSENG Lung Hui,TPE,Unknown,-1,Archery,2008
Men,Individual Recurve Standing,Gold,DAMBADONDOG Baatarjav,MGL,Unknown,-1,Archery,2008
Men,Individual Recurve Standing,Silver,MEUNIER Fabrice,FRA,Unknown,-1,Archery,2008
Men,Individual Recurve Standing,Bronze,CHEN Yegang,CHN,Unknown,-1,Archery,2008
Women,Individual Compound Open,Gold,BROWN Danielle,GBR,Unknown,-1,Archery,2008
Women,Individual Compound Open,Silver,KAMIYA Chieko,JPN,Unknown,-1,Archery,2008
Women,Individual Compound Open,Bronze,CLARKE Mel,GBR,Unknown,-1,Archery,2008
Women,Individual Recurve W1/W2,Gold,GIRISMEN Gizem,TUR,Unknown,-1,Archery,2008
Women,Individual Recurve W1/W2,Silver,FU Hongzhi,CHN,Unknown,-1,Archery,2008
Women,Individual Recurve W1/W2,Bronze,XIAO Yanhong,CHN,Unknown,-1,Archery,2008
Women,Individual Recurve Standing,Gold,LEE Hwa Sook,KOR,Unknown,-1,Archery,2008
Women,Individual Recurve Standing,Silver,GAO Fangxia,CHN,Unknown,-1,Archery,2008
Women,Individual Recurve Standing,Bronze,CARMICHAEL Lindsey,USA,Unknown,-1,Archery,2008
Men,Team Recurve Open,Gold,CHO Hyun Kwan,KOR,Korea,1,Archery,2008
Men,Team Recurve Open,Gold,KIM Hong Kyu,KOR,Korea,2,Archery,2008
Men,Team Recurve Open,Gold,LEE Hong Gu,KOR,Korea,3,Archery,2008
Men,Team Recurve Open,Silver,CHEN Yegang,CHN,China,1,Archery,2008
Men,Team Recurve Open,Silver,CHENG Changjie,CHN,China,2,Archery,2008
Men,Team Recurve Open,Silver,DONG Zhi,CHN,China,3,Archery,2008
Men,Team Recurve Open,Bronze,DE PELLEGRIN Oscar,ITA,Italy,1,Archery,2008
Men,Team Recurve Open,Bronze,ESPOSITO Mario,ITA,Italy,2,Archery,2008
Men,Team Recurve Open,Bronze,VITALE Marco,ITA,Italy,3,Archery,2008
Women,Team Recurve Open,Gold,FU Hongzhi,CHN,China,1,Archery,2008
Women,Team Recurve Open,Gold,GAO Fangxia,CHN,China,2,Archery,2008
Women,Team Recurve Open,Gold,XIAO Yanhong,CHN,China,3,Archery,2008
Women,Team Recurve Open,Silver,KIM Ki Hee,KOR,Korea,1,Archery,2008
Women,Team Recurve Open,Silver,KIM Ran Sook,KOR,Korea,2,Archery,2008
Women,Team Recurve Open,Silver,LEE Hwa Sook,KOR,Korea,3,Archery,2008
Women,Team Recurve Open,Bronze,CERNA Miroslava,CZE,Czech Republic,1,Archery,2008
Women,Team Recurve Open,Bronze,KUNCOVA Lenka,CZE,Czech Republic,2,Archery,2008
Women,Team Recurve Open,Bronze,SIDKOVA Marketa,CZE,Czech Republic,3,Archery,2008
Men,Individual Compound W1,Gold,FABRY Jeff,USA,Unknown,-1,Archery,2012
Men,Individual Compound W1,Silver,DRAHONINSKY David,CZE,Unknown,-1,Archery,2012
Men,Individual Compound W1,Bronze,MURPHY Norbert,CAN,Unknown,-1,Archery,2012
Men,Individual Compound Open,Gold,FORSBERG Jere,FIN,Unknown,-1,Archery,2012
Men,Individual Compound Open,Silver,STUTZMAN Matt,USA,Unknown,-1,Archery,2012
Men,Individual Compound Open,Bronze,HANCI Dogan,TUR,Unknown,-1,Archery,2012
Men,Individual Recurve W1/W2,Gold,DE PELLEGRIN Oscar,ITA,Unknown,-1,Archery,2012
Men,Individual Recurve W1/W2,Silver,SANAWI Hasihin,MAS,Unknown,-1,Archery,2012
Men,Individual Recurve W1/W2,Bronze,TSENG Lung Hui,TPE,Unknown,-1,Archery,2012
Men,Individual Recurve Standing,Gold,TUCHINOV Timur,RUS,Unknown,-1,Archery,2012
Men,Individual Recurve Standing,Silver,SHESTAKOV Oleg,RUS,Unknown,-1,Archery,2012
Men,Individual Recurve Standing,Bronze,OYUN Mikhail,RUS,Unknown,-1,Archery,2012
Women,Individual Compound Open,Gold,BROWN Danielle,GBR,Unknown,-1,Archery,2012
Women,Individual Compound Open,Silver,CLARKE Mel,GBR,Unknown,-1,Archery,2012
Women,Individual Compound Open,Bronze,ARTAKHINOVA Stepanida,RUS,Unknown,-1,Archery,2012
Women,Individual Recurve W1/W2,Gold,NEMATI Zahra,IRI,Unknown,-1,Archery,2012
Women,Individual Recurve W1/W2,Silver,MIJNO Elisabetta,ITA,Unknown,-1,Archery,2012
Women,Individual Recurve W1/W2,Bronze,LI Jinzhi,CHN,Unknown,-1,Archery,2012
Women,Individual Recurve Standing,Gold,YAN Huilian,CHN,Unknown,-1,Archery,2012
Women,Individual Recurve Standing,Silver,LEE Hwa Sook,KOR,Unknown,-1,Archery,2012
Women,Individual Recurve Standing,Bronze,OLSZEWSKA Milena,POL,Unknown,-1,Archery,2012
Men,Team Recurve Open,Gold,OYUN Mikhail,RUS,Russia,1,Archery,2012
Men,Team Recurve Open,Gold,SHESTAKOV Oleg,RUS,Russia,2,Archery,2012
Men,Team Recurve Open,Gold,TUCHINOV Timur,RUS,Russia,3,Archery,2012
Men,Team Recurve Open,Silver,JUNG Young Joo,KOR,Korea,1,Archery,2012
Men,Team Recurve Open,Silver,KIM Suk Ho,KOR,Korea,2,Archery,2012
Men,Team Recurve Open,Silver,LEE Myeong Gu,KOR,Korea,3,Archery,2012
Men,Team Recurve Open,Bronze,CHENG Changjie,CHN,China,1,Archery,2012
Men,Team Recurve Open,Bronze,DONG Zhi,CHN,China,2,Archery,2012
Men,Team Recurve Open,Bronze,LI Zongshan,CHN,China,3,Archery,2012
Women,Team Recurve Open,Gold,KIM Ran Sook,KOR,Korea,1,Archery,2012
Women,Team Recurve Open,Gold,KO Hee Sook,KOR,Korea,2,Archery,2012
Women,Team Recurve Open,Gold,LEE Hwa Sook,KOR,Korea,3,Archery,2012
Women,Team Recurve Open,Silver,GAO Fangxia,CHN,China,1,Archery,2012
Women,Team Recurve Open,Silver,XIAO Yanhong,CHN,China,2,Archery,2012
Women,Team Recurve Open,Silver,YAN Huilian,CHN,China,3,Archery,2012
Women,Team Recurve Open,Bronze,JAVANMARD Zahra,IRI,Iran,1,Archery,2012
Women,Team Recurve Open,Bronze,NEMATI Zahra,IRI,Iran,2,Archery,2012
Women,Team Recurve Open,Bronze,SHIR MOHAMMADI Razieh,IRI,Iran,3,Archery,2012
Men,Individual W1,Gold,WALKER John,GBR,Unknown,-1,Archery,2016
Men,Individual W1,Silver,DRAHONINSKY David,CZE,Unknown,-1,Archery,2016
Men,Individual W1,Bronze,KINIK Peter,SVK,Unknown,-1,Archery,2016
Men,Individual Compound Open,Gold,SHELBY Andre,USA,Unknown,-1,Archery,2016
Men,Individual Compound Open,Silver,SIMONELLI Alberto,ITA,Unknown,-1,Archery,2016
Men,Individual Compound Open,Bronze,MILNE Jonathon,AUS,Unknown,-1,Archery,2016
Men,Individual Recurve Open,Gold,RAHIMI Gholamreza,IRI,Unknown,-1,Archery,2016
Men,Individual Recurve Open,Silver,NETSIRI Hanreuchai,THA,Unknown,-1,Archery,2016
Men,Individual Recurve Open,Bronze,RANJBARKIVAJ Ebrahim,IRI,Unknown,-1,Archery,2016
Women,Individual W1,Gold,STRETTON Jessica,GBR,Unknown,-1,Archery,2016
Women,Individual W1,Silver,FRITH Jo,GBR,Unknown,-1,Archery,2016
Women,Individual W1,Bronze,JENKINS Vicky,GBR,Unknown,-1,Archery,2016
Women,Individual Compound Open,Gold,ZHOU Jiamin,CHN,Unknown,-1,Archery,2016
Women,Individual Compound Open,Silver,LIN Yueshan,CHN,Unknown,-1,Archery,2016
Women,Individual Compound Open,Bronze,KIM Mi Soon,KOR,Unknown,-1,Archery,2016
Women,Individual Recurve Open,Gold,NEMATI Zahra,IRI,Unknown,-1,Archery,2016
Women,Individual Recurve Open,Silver,WU Chunyan,CHN,Unknown,-1,Archery,2016
Women,Individual Recurve Open,Bronze,OLSZEWSKA Milena,POL,Unknown,-1,Archery,2016
Mixed,Team W1,Gold,WALKER John,GBR,Great Britain,1,Archery,2016
Mixed,Team W1,Gold,FRITH Jo,GBR,Great Britain,2,Archery,2016
Mixed,Team W1,Silver,KOO Dong Sub,KOR,Korea,1,Archery,2016
Mixed,Team W1,Silver,KIM Ok Geum,KOR,Korea,2,Archery,2016
Mixed,Team W1,Bronze,DRAHONINSKY David,CZE,Czech Republic,1,Archery,2016
Mixed,Team W1,Bronze,MUSILOVA Sarka,CZE,Czech Republic,2,Archery,2016
Mixed,Team Compound Open,Gold,AI Xinliang,CHN,China,1,Archery,2016
Mixed,Team Compound Open,Gold,ZHOU Jiamin,CHN,China,2,Archery,2016
Mixed,Team Compound Open,Silver,STUBBS John,GBR,Great Britain,1,Archery,2016
Mixed,Team Compound Open,Silver,GRINHAM Jodie,GBR,Great Britain,2,Archery,2016
Mixed,Team Compound Open,Bronze,LEE Ouk Soo,KOR,Korea,1,Archery,2016
Mixed,Team Compound Open,Bronze,KIM Mi Soon,KOR,Korea,2,Archery,2016
Mixed,Team Recurve Open,Gold,ZHAO Lixue,CHN,China,1,Archery,2016
Mixed,Team Recurve Open,Gold,WU Chunyan,CHN,China,2,Archery,2016
Mixed,Team Recurve Open,Silver,NEMATI Zahra,IRI,Iran,1,Archery,2016
Mixed,Team Recurve Open,Silver,RANJBARKIVAJ Ebrahim,IRI,Iran,2,Archery,2016
Mixed,Team Recurve Open,Bronze,MIJNO Elisabetta,ITA,Italy,1,Archery,2016
Mixed,Team Recurve Open,Bronze,AIROLDI Roberto,ITA,Italy,2,Archery,2016
Men,60 M 1A,Gold,DE LAS FUENTES Francisco,MEX,Unknown,-1,Athletics,1980
Men,60 M 1A,Silver,BIRCH G.,CAN,Unknown,-1,Athletics,1980
Men,60 M 1A,Bronze,CAVIGELLI Meinrad,SUI,Unknown,-1,Athletics,1980
Men,60 M 1B,Gold,HEDMAN Leif,SWE,Unknown,-1,Athletics,1980
Men,60 M 1B,Silver,GRANADOS Arturo,MEX,Unknown,-1,Athletics,1980
Men,60 M 1B,Bronze,MOUZAKIS George,GRE,Unknown,-1,Athletics,1980
Men,60 M 1C,Gold,MONSALVO Eduardo,MEX,Unknown,-1,Athletics,1980
Men,60 M 1C,Silver,SANDOVAL Pedro,MEX,Unknown,-1,Athletics,1980
Men,60 M 1C,Bronze,MILLER D.,NZL,Unknown,-1,Athletics,1980
Men,60 M A,Gold,MCLEOD William,GBR,Unknown,-1,Athletics,1980
Men,60 M A,Silver,COPELAND Melvin,USA,Unknown,-1,Athletics,1980
Men,60 M A,Bronze,KOZUCH Ryszard,POL,Unknown,-1,Athletics,1980
Men,80 M Cp C,Gold,HAVARD Andre,FRA,Unknown,-1,Athletics,1980
Men,80 M Cp C,Silver,HARBORN Tony,SWE,Unknown,-1,Athletics,1980
Men,80 M Cp C,Bronze,SWAHN Bertil,SWE,Unknown,-1,Athletics,1980
Men,80 M Cp D,Gold,THOMSEN Henrik,DEN,Unknown,-1,Athletics,1980
Men,80 M Cp D,Silver,DUVIVIER,FRA,Unknown,-1,Athletics,1980
Men,80 M Cp D,Bronze,GRAHAM Arthur,USA,Unknown,-1,Athletics,1980
Men,100 M B,Gold,LANDOS Jerzy,POL,Unknown,-1,Athletics,1980
Men,100 M B,Silver,HAYNES Winford,USA,Unknown,-1,Athletics,1980
Men,100 M B,Bronze,POKRYWKA Jozef,POL,Unknown,-1,Athletics,1980
Men,100 M C,Gold,BELANGER Magella,CAN,Unknown,-1,Athletics,1980
Men,100 M C,Silver,WILLS Tony,CAN,Unknown,-1,Athletics,1980
Men,100 M C,Bronze,EGAN Joe,AUS,Unknown,-1,Athletics,1980
Men,100 M C1,Gold,LAPALME Denis,CAN,Unknown,-1,Athletics,1980
Men,100 M C1,Silver,KARNER Alois,AUT,Unknown,-1,Athletics,1980
Men,100 M C1,Bronze,PIATKOWSKI Henryk,POL,Unknown,-1,Athletics,1980
Men,100 M D,Gold,WAGNER K.,FRG,Unknown,-1,Athletics,1980
Men,100 M D,Silver,HARRISON J.,CAN,Unknown,-1,Athletics,1980
Men,100 M D,Bronze,WILL K.,FRG,Unknown,-1,Athletics,1980
Men,100 M E,Gold,JAUHIAINEN Harri,FIN,Unknown,-1,Athletics,1980
Men,100 M E,Silver,KRAUZ Jan,POL,Unknown,-1,Athletics,1980
Men,100 M E,Bronze,PICKL Wolfgang,AUT,Unknown,-1,Athletics,1980
Men,100 M E1,Gold,PEDERSEN Cato Zahl,NOR,Unknown,-1,Athletics,1980
Men,100 M E1,Silver,GERSHONI Yekutiel,ISR,Unknown,-1,Athletics,1980
Men,100 M E1,Bronze,SCHMIT Marco,LUX,Unknown,-1,Athletics,1980
Men,100 M F,Gold,LANHAM,AUS,Unknown,-1,Athletics,1980
Men,100 M F,Silver,KO Shing Chi,HKG,Unknown,-1,Athletics,1980
Men,100 M F,Bronze,KOLM Gerhard,AUT,Unknown,-1,Athletics,1980
Men,100 M F1,Gold,BERG Matthias,FRG,Unknown,-1,Athletics,1980
Men,100 M F1,Silver,PEART C.,CAN,Unknown,-1,Athletics,1980
Men,100 M F1,Bronze,SCHARMENTKE R.,FRG,Unknown,-1,Athletics,1980
Men,100 M 2,Gold,VALDEZ Eusebio,MEX,Unknown,-1,Athletics,1980
Men,100 M 2,Silver,MERAWEH Shafy,KUW,Unknown,-1,Athletics,1980
Men,100 M 2,Bronze,KERR Gary,USA,Unknown,-1,Athletics,1980
Men,100 M 3,Gold,LOFSTROM Lars,SWE,Unknown,-1,Athletics,1980
Men,100 M 3,Silver,DE VOS Marc,BEL,Unknown,-1,Athletics,1980
Men,100 M 3,Bronze,ALP Chris,AUS,Unknown,-1,Athletics,1980
Men,100 M 4,Gold,PARKS B.,USA,Unknown,-1,Athletics,1980
Men,100 M 4,Silver,JOHANSSON Rolf,SWE,Unknown,-1,Athletics,1980
Men,100 M 4,Bronze,OLIVER Richard,AUS,Unknown,-1,Athletics,1980
Men,100 M 5,Gold,DE MEYER M.,BEL,Unknown,-1,Athletics,1980
Men,100 M 5,Silver,FITZGERALD M.,CAN,Unknown,-1,Athletics,1980
Men,100 M 5,Bronze,HUBEL Erich,AUS,Unknown,-1,Athletics,1980
Men,100 M D1 Runners,Gold,FINK Walter,AUT,Unknown,-1,Athletics,1980
Men,100 M D1 Wheelchairs,Gold,MARTINSON Jim,USA,Unknown,-1,Athletics,1980
Men,100 M D1 Wheelchairs,Silver,BRINKMAN C.,USA,Unknown,-1,Athletics,1980
Men,100 M D1 Wheelchairs,Bronze,ZIERL Walter,AUT,Unknown,-1,Athletics,1980
Men,200 M 2,Gold,VALDEZ Eusebio,MEX,Unknown,-1,Athletics,1980
Men,200 M 2,Silver,KERR Gary,USA,Unknown,-1,Athletics,1980
Men,200 M 2,Bronze,OVIEDO G. M.,MEX,Unknown,-1,Athletics,1980
Men,200 M 3,Gold,NUGENT Michael,AUS,Unknown,-1,Athletics,1980
Men,200 M 3,Silver,DE VOS Marc,BEL,Unknown,-1,Athletics,1980
Men,200 M 3,Bronze,ALP Chris,AUS,Unknown,-1,Athletics,1980
Men,400 M A,Gold,YORK Patrick,CAN,Unknown,-1,Athletics,1980
Men,400 M A,Silver,MEYER Klaus,FRG,Unknown,-1,Athletics,1980
Men,400 M A,Bronze,VISSER J. W.,NED,Unknown,-1,Athletics,1980
Men,400 M B,Gold,LANDOS Jerzy,POL,Unknown,-1,Athletics,1980
Men,400 M B,Silver,POKRYWKA Jozef,POL,Unknown,-1,Athletics,1980
Men,400 M B,Bronze,MATTON Freddy,BEL,Unknown,-1,Athletics,1980
Men,400 M C,Gold,JOHANN Jurgen,FRG,Unknown,-1,Athletics,1980
Men,400 M C,Silver,BRUNNER Karl,AUT,Unknown,-1,Athletics,1980
Men,400 M C,Bronze,EGAN Joe,AUS,Unknown,-1,Athletics,1980
Men,400 M C1,Gold,KARNER Alois,AUT,Unknown,-1,Athletics,1980
Men,400 M C1,Silver,MAMINSKI Mieczyslaw,POL,Unknown,-1,Athletics,1980
Men,400 M D,Gold,HARRISON J.,CAN,Unknown,-1,Athletics,1980
Men,400 M D,Silver,WILL K.,FRG,Unknown,-1,Athletics,1980
Men,400 M D,Bronze,WAGNER K.,FRG,Unknown,-1,Athletics,1980
Men,400 M E,Gold,JAUHIAINEN Harri,FIN,Unknown,-1,Athletics,1980
Men,400 M E,Silver,KRAUZ Jan,POL,Unknown,-1,Athletics,1980
Men,400 M E,Bronze,LINDBERG R.,FIN,Unknown,-1,Athletics,1980
Men,400 M E1,Gold,PEDERSEN Cato Zahl,NOR,Unknown,-1,Athletics,1980
Men,400 M E1,Silver,GERSHONI Yekutiel,ISR,Unknown,-1,Athletics,1980
Men,400 M F,Gold,WIERZBICKI Marian,POL,Unknown,-1,Athletics,1980
Men,400 M F,Silver,LANHAM,AUS,Unknown,-1,Athletics,1980
Men,400 M F,Bronze,KOLM Gerhard,AUT,Unknown,-1,Athletics,1980
Men,400 M F1,Gold,BERG Matthias,FRG,Unknown,-1,Athletics,1980
Men,400 M F1,Silver,SCHARMENTKE R.,FRG,Unknown,-1,Athletics,1980
Men,400 M F1,Bronze,PEART C.,CAN,Unknown,-1,Athletics,1980
Men,400 M 2,Gold,VALDEZ Eusebio,MEX,Unknown,-1,Athletics,1980
Men,400 M 2,Silver,KERR Gary,USA,Unknown,-1,Athletics,1980
Men,400 M 2,Bronze,MERAWEH Shafy,KUW,Unknown,-1,Athletics,1980
Men,400 M 3,Gold,DE VOS Marc,BEL,Unknown,-1,Athletics,1980
Men,400 M 3,Silver,NUGENT Michael,AUS,Unknown,-1,Athletics,1980
Men,400 M 3,Bronze,POINTER Fred,AUS,Unknown,-1,Athletics,1980
Men,400 M D1 Runners,Gold,FINK Walter,AUT,Unknown,-1,Athletics,1980
Men,400 M D1 Wheelchairs,Gold,BRINKMAN C.,USA,Unknown,-1,Athletics,1980
Men,400 M D1 Wheelchairs,Silver,MARTINSON Jim,USA,Unknown,-1,Athletics,1980
Men,400 M D1 Wheelchairs,Bronze,FINCH J.,USA,Unknown,-1,Athletics,1980
Men,800 M Cp C,Gold,SHAWN Bertil,SWE,Unknown,-1,Athletics,1980
Men,800 M Cp C,Silver,HARBORN Tony,SWE,Unknown,-1,Athletics,1980
Men,800 M Cp C,Bronze,PANICO Mario,ITA,Unknown,-1,Athletics,1980
Men,800 M Cp D,Gold,ANDERSSON Jonas,SWE,Unknown,-1,Athletics,1980
Men,800 M Cp D,Silver,THOMSEN Henrik,DEN,Unknown,-1,Athletics,1980
Men,800 M Cp D,Bronze,DUVIVIER,FRA,Unknown,-1,Athletics,1980
Men,800 M 4,Gold,HANSEN R.,CAN,Unknown,-1,Athletics,1980
Men,800 M 4,Silver,PARKS B.,USA,Unknown,-1,Athletics,1980
Men,800 M 4,Bronze,MARTINEZ Uriel,MEX,Unknown,-1,Athletics,1980
Men,800 M 5,Gold,FITZGERALD M.,CAN,Unknown,-1,Athletics,1980
Men,800 M 5,Silver,HUBEL Erich,AUS,Unknown,-1,Athletics,1980
Men,800 M 5,Bronze,ROEK E. H.,NED,Unknown,-1,Athletics,1980
Men,1500 M A,Gold,PILON Jacques,CAN,Unknown,-1,Athletics,1980
Men,1500 M A,Silver,GAASEMYR Joerund,NOR,Unknown,-1,Athletics,1980
Men,1500 M A,Bronze,AALIEN Hans Anton,NOR,Unknown,-1,Athletics,1980
Men,1500 M B,Gold,ENGLISH P.,CAN,Unknown,-1,Athletics,1980
Men,1500 M B,Silver,STANSELL Leamon,USA,Unknown,-1,Athletics,1980
Men,1500 M B,Bronze,SANDILANDS B.,AUS,Unknown,-1,Athletics,1980
Men,1500 M E,Gold,LINDBERG R.,FIN,Unknown,-1,Athletics,1980
Men,1500 M E,Silver,FACEY C.,CAN,Unknown,-1,Athletics,1980
Men,1500 M E,Bronze,KRAUZ Jan,POL,Unknown,-1,Athletics,1980
Men,1500 M E1,Gold,PEDERSEN Cato Zahl,NOR,Unknown,-1,Athletics,1980
Men,1500 M E1,Silver,GERSHONI Yekutiel,ISR,Unknown,-1,Athletics,1980
Men,1500 M E1,Bronze,NIELSEN Jorn,DEN,Unknown,-1,Athletics,1980
Men,1500 M F,Gold,SCHROEDER Karl,FRG,Unknown,-1,Athletics,1980
Men,1500 M F,Silver,ALEXANDRE J.,FRA,Unknown,-1,Athletics,1980
Men,1500 M F,Bronze,SANTOS J.,ESP,Unknown,-1,Athletics,1980
Men,1500 M F1,Gold,GHREEB Khater Eid,EGY,Unknown,-1,Athletics,1980
Men,1500 M 4,Gold,PARKS B.,USA,Unknown,-1,Athletics,1980
Men,1500 M 4,Silver,HANSEN R.,CAN,Unknown,-1,Athletics,1980
Men,1500 M 4,Bronze,VAN OPHEM Remi,BEL,Unknown,-1,Athletics,1980
Men,1500 M 5,Gold,FITZGERALD M.,CAN,Unknown,-1,Athletics,1980
Men,1500 M 5,Silver,ROEK E. H.,NED,Unknown,-1,Athletics,1980
Men,1500 M 5,Bronze,HUBEL Erich,AUS,Unknown,-1,Athletics,1980
Men,5000 M Walk A,Gold,KOBAYASHI S.,JPN,Unknown,-1,Athletics,1980
Men,5000 M Walk A,Silver,LUOTONEN R.,FIN,Unknown,-1,Athletics,1980
Men,5000 M Walk A,Bronze,JANCIC Miroslav,YUG,Unknown,-1,Athletics,1980
Men,5000 M Walk B,Gold,HOWIE D.,GBR,Unknown,-1,Athletics,1980
Men,5000 M Walk B,Silver,O'NEIL Gerald,USA,Unknown,-1,Athletics,1980
Men,5000 M Walk B,Bronze,MORTEN E.,CAN,Unknown,-1,Athletics,1980
Men,Slalom 1A,Gold,CAVIGELLI Meinrad,SUI,Unknown,-1,Athletics,1980
Men,Slalom 1A,Silver,DE LAS FUENTES Francisco,MEX,Unknown,-1,Athletics,1980
Men,Slalom 1A,Bronze,BATT E.,CAN,Unknown,-1,Athletics,1980
Men,Slalom 1B,Gold,CIUFFREDA Giovanni,ITA,Unknown,-1,Athletics,1980
Men,Slalom 1B,Silver,SLIJKERMAN C. J. M.,NED,Unknown,-1,Athletics,1980
Men,Slalom 1B,Bronze,VAN DER BELT J.,NED,Unknown,-1,Athletics,1980
Men,Slalom 1C,Gold,MILLER D.,NZL,Unknown,-1,Athletics,1980
Men,Slalom 1C,Silver,CORNEJO Juan,MEX,Unknown,-1,Athletics,1980
Men,Slalom 1C,Bronze,YAMAGUCHI Kazuo,JPN,Unknown,-1,Athletics,1980
Men,Slalom F1,Gold,BRAND Andreas,FRG,Unknown,-1,Athletics,1980
Men,Slalom F1,Silver,BERG Matthias,FRG,Unknown,-1,Athletics,1980
Men,Slalom F1,Bronze,GHREEB Khater Eid,EGY,Unknown,-1,Athletics,1980
Men,Slalom 2,Gold,TSUNODA Yoshio,JPN,Unknown,-1,Athletics,1980
Men,Slalom 2,Silver,CONDON Graham,NZL,Unknown,-1,Athletics,1980
Men,Slalom 2,Bronze,STEILBORG Jensen Frits,DEN,Unknown,-1,Athletics,1980
Men,Slalom 3,Gold,VAN WINKEL Paul,BEL,Unknown,-1,Athletics,1980
Men,Slalom 3,Silver,GOLOMBEK Gregor,FRG,Unknown,-1,Athletics,1980
Men,Slalom 3,Bronze,POINTER Fred,AUS,Unknown,-1,Athletics,1980
Men,Slalom 4,Gold,GO Tadanobu,JPN,Unknown,-1,Athletics,1980
Men,Slalom 4,Silver,HARA Masahiro,JPN,Unknown,-1,Athletics,1980
Men,Slalom 4,Bronze,MINOR R.,CAN,Unknown,-1,Athletics,1980
Men,Slalom 5,Gold,NIETLISPACH Franz,SUI,Unknown,-1,Athletics,1980
Men,Slalom 5,Silver,OGAWA Fumio,JPN,Unknown,-1,Athletics,1980
Men,Slalom 5,Bronze,MCINTYRE Robert,AUS,Unknown,-1,Athletics,1980
Men,High Jump A,Gold,LAMBIER E.,CAN,Unknown,-1,Athletics,1980
Men,High Jump A,Silver,WRIGHT Robert,USA,Unknown,-1,Athletics,1980
Men,High Jump A,Bronze,BOWMAN John,USA,Unknown,-1,Athletics,1980
Men,High Jump B,Gold,MATSUI Hiromasa,JPN,Unknown,-1,Athletics,1980
Men,High Jump B,Silver,HOFER August,AUT,Unknown,-1,Athletics,1980
Men,High Jump B,Bronze,KNORRS W.,FRG,Unknown,-1,Athletics,1980
Men,High Jump C,Gold,JOHANN Jurgen,FRG,Unknown,-1,Athletics,1980
Men,High Jump C,Silver,WILLS Tony,CAN,Unknown,-1,Athletics,1980
Men,High Jump D,Gold,BOLDT Arnold,CAN,Unknown,-1,Athletics,1980
Men,High Jump D,Silver,WILLIS Anthony,GBR,Unknown,-1,Athletics,1980
Men,High Jump D,Bronze,KOLODZIE Norbert,FRG,Unknown,-1,Athletics,1980
Men,High Jump E,Gold,KRAUZ Jan,POL,Unknown,-1,Athletics,1980
Men,High Jump E,Silver,KESSLER Walter,SUI,Unknown,-1,Athletics,1980
Men,High Jump E,Bronze,GARCIA Andres,ESP,Unknown,-1,Athletics,1980
Men,High Jump F,Gold,KOLM Gerhard,AUT,Unknown,-1,Athletics,1980
Men,High Jump F,Silver,ISHII S.,JPN,Unknown,-1,Athletics,1980
Men,High Jump F,Bronze,ATZMON Nitzan,ISR,Unknown,-1,Athletics,1980
Men,Long Jump A,Gold,JOHNSEN Jarle,NOR,Unknown,-1,Athletics,1980
Men,Long Jump A,Silver,ONNELA Markku,FIN,Unknown,-1,Athletics,1980
Men,Long Jump A,Bronze,BOURDEAU Yvan,CAN,Unknown,-1,Athletics,1980
Men,Long Jump B,Gold,PAWLIK Andrzej,POL,Unknown,-1,Athletics,1980
Men,Long Jump B,Silver,MURAMATSU Masafumi,JPN,Unknown,-1,Athletics,1980
Men,Long Jump B,Bronze,KNORRS W.,FRG,Unknown,-1,Athletics,1980
Men,Long Jump C,Gold,JORG George,AUT,Unknown,-1,Athletics,1980
Men,Long Jump C,Silver,JOHANN Jurgen,FRG,Unknown,-1,Athletics,1980
Men,Long Jump C,Bronze,HOFFMAN Zvi,ISR,Unknown,-1,Athletics,1980
Men,Long Jump Cp C,Gold,HERMANS Alex,BEL,Unknown,-1,Athletics,1980
Men,Long Jump Cp C,Silver,FICARO Salvin,USA,Unknown,-1,Athletics,1980
Men,Long Jump Cp C,Bronze,ROS Rick,USA,Unknown,-1,Athletics,1980
Men,Long Jump Cp D,Gold,PIERRE B.,FRA,Unknown,-1,Athletics,1980
Men,Long Jump Cp D,Silver,ANDERSSON Jonas,SWE,Unknown,-1,Athletics,1980
Men,Long Jump Cp D,Bronze,DE BAENE Mario,BEL,Unknown,-1,Athletics,1980
Men,Long Jump D,Gold,BOLDT Arnold,CAN,Unknown,-1,Athletics,1980
Men,Long Jump D,Silver,BOTTEMANNE Bert,NED,Unknown,-1,Athletics,1980
Men,Long Jump D,Bronze,KOLODZIE Norbert,FRG,Unknown,-1,Athletics,1980
Men,Long Jump E,Gold,KRAUZ Jan,POL,Unknown,-1,Athletics,1980
Men,Long Jump E,Silver,GARCIA Andres,ESP,Unknown,-1,Athletics,1980
Men,Long Jump E,Bronze,DABROWSKI Jerzy,POL,Unknown,-1,Athletics,1980
